Source	Target	SharedMet	List
WP3925_90737	WP176_93690	9	[Wd:Q21036645, Wd:Q183290, Wd:Q935387, Wd:Q22124685, Wd:Q186474, Wd:Q23905964, Wd:Q192466, Wd:Q173670, Wd:Q620730]
WP3925_90737	WP536_94305	1	[Wd:Q132621]
WP3925_90737	WP111_89727	1	[Wd:Q213050]
WP3925_90737	WP1982_90425	3	[Wd:Q21036645, Wd:Q23905964, Wd:Q181619]
WP3925_90737	WP404_68960	4	[Wd:Q418834, Wd:Q424597, Wd:Q410190, Wd:Q410198]
WP3925_90737	WP78_90661	9	[Wd:Q159683, Wd:Q139857, Ce:CHEBI:15380, Wd:Q288927, Wd:Q27104226, Wd:Q408658, Wd:Q27098375, Wd:Q27104150, Wd:Q213050]
WP3925_90737	WP3871_94406	1	[Wd:Q27088456]
WP3925_90737	WP1438_80038	1	[Wd:Q116907]
WP3925_90737	WP2267_85090	3	[Wd:Q170304, Wd:Q167934, Wd:Q181619]
WP3925_90737	WP3915_93137	2	[Wd:Q773449, Wd:Q23905964]
WP3925_90737	WP550_90171	10	[Wd:Q170545, Wd:Q167934, Wd:Q181003, Wd:Q61233, Wd:Q188017, Wd:Q485277, Wd:Q26995161, Wd:Q132621, Wd:Q186242, Wd:Q238544]
WP3925_90737	WP1533_85340	8	[Wd:Q21036645, Ce:CHEBI:15380, Wd:Q183290, Wd:Q935387, Wd:Q22124685, Wd:Q186474, Wd:Q23905964, Wd:Q192466]
WP3925_90737	WP3584_91190	3	[Wd:Q170304, Wd:Q167934, Wd:Q186242]
WP3925_90737	WP3297_88048	2	[Wd:Q153, Wd:Q192466]
WP3925_90737	WP2525_87802	1	[Wd:Q192466]
WP3925_90737	WP106_94196	6	[Wd:Q218642, Wd:Q159683, Wd:Q213580, Wd:Q27098186, Wd:Q29519883, Wd:Q213050]
WP3925_90737	WP241_89671	4	[Wd:Q153, Wd:Q22124685, Wd:Q192466, Wd:Q620730]
WP3925_90737	WP2190_88006	9	[Wd:Q418834, Wd:Q935387, Wd:Q22124685, Wd:Q186474, Wd:Q424597, Wd:Q410190, Wd:Q116907, Wd:Q620730, Wd:Q410198]
WP3925_90737	WP3645_90261	2	[Ce:CHEBI:18377, Wd:Q181003]
WP3925_90737	WP715_94201	2	[Wd:Q620730, Wd:Q181619]
WP3925_90737	WP3944_90836	1	[Wd:Q167934]
WP3925_90737	WP465_94086	6	[Wd:Q27102088, Wd:Q409439, Wd:Q167934, Wd:Q181003, Wd:Q238544, Wd:Q27102813]
WP3925_90737	WP2868_90260	4	[Wd:Q21036645, Wd:Q213580, Wd:Q27080955, Wd:Q23905964]
WP3925_90737	WP561_93014	2	[Ce:CHEBI:15380, Wd:Q620730]
WP3925_90737	WP521_88588	1	[Wd:Q620730]
WP3925_90737	WP1403_90259	2	[Wd:Q21036645, Wd:Q23905964]
WP3925_90737	WP1946_94218	2	[Wd:Q21036645, Wd:Q23905964]
WP3925_90737	WP1981_85189	2	[Wd:Q773449, Wd:Q188017]
WP3925_90737	WP430_90508	1	[Ce:CHEBI:15467]
WP3925_90737	WP732_80010	1	[Wd:Q167934]
WP3925_90737	WP528_79855	1	[Wd:Q213580]
WP3925_90737	WP690_88335	2	[Wd:Q21036645, Wd:Q23905964]
WP3925_90737	WP698_94183	2	[Wd:Q21036645, Wd:Q23905964]
WP3925_90737	WP100_93097	2	[Wd:Q288236, Wd:Q620730]
WP554_92084	WP3604_84660	2	[Wd:Q184564, Wd:Q948846]
WP554_92084	WP455_81793	1	[Wd:Q27074466]
WP554_92084	WP3947_91925	1	[Wd:Q948846]
WP554_92084	WP24_90195	1	[Ce:CHEBI:3165]
WP554_92084	WP2795_85087	1	[Wd:Q27074466]
WP554_92084	WP237_78497	2	[Wd:Q184564, Wd:Q948846]
WP3303_94281	WP3931_94310	1	[Ce:CHEBI:16618]
WP3303_94281	WP3301_94277	1	[Wd:Q3083814]
WP3303_94281	WP2355_94191	1	[Wd:Q3083814]
WP1984_93247	WP712_78491	1	[Wd:Q422416]
WP1984_93247	WP707_82937	1	[Wd:Q422416]
WP1984_93247	WP3879_90124	1	[Wd:Q422252]
WP1984_93247	WP1530_84694	1	[Wd:Q422416]
WP1984_93247	WP3604_84660	4	[Wd:Q422416, Wd:Q422543, Wd:Q1318776, Wd:Q190875]
WP1984_93247	WP98_88906	1	[Wd:Q190875]
WP1984_93247	WP691_92400	1	[Wd:Q412178]
WP1984_93247	WP697_94227	1	[Wd:Q422416]
WP1984_93247	WP237_78497	2	[Wd:Q422543, Wd:Q190875]
WP1984_93247	WP2848_89940	1	[Wd:Q422252]
WP1984_93247	WP496_69016	2	[Ce:CHEBI:16330, Wd:Q1318776]
WP322_90527	WP1531_82221	1	[Wd:Q139347]
WP322_90527	WP3604_84660	1	[Wd:Q139347]
WP322_90527	WP716_83589	1	[Wd:Q139347]
WP1544_89794	WP2018_90016	1	[Ce:CHEBI:16595]
WP1544_89794	WP2795_85087	3	[Ch:HMDB07009, Wd:Q422511, Ce:CHEBI:16595]
WP1544_89794	WP3929_90949	1	[Ce:CHEBI:16595]
WP1544_89794	WP2059_87372	1	[Ce:CHEBI:16595]
WP1544_89794	WP391_71373	1	[Wd:Q422511]
WP2513_92316	WP3644_89859	1	[Wd:Q201090]
WP2513_92316	WP3624_92327	1	[Wd:Q424361]
WP2513_92316	WP408_94131	1	[Wd:Q424361]
WP2513_92316	WP678_94200	1	[Wd:Q407699]
WP2513_92316	WP183_81161	1	[Wd:Q201090]
WP2513_92316	WP3604_84660	1	[Wd:Q201090]
WP2513_92316	WP167_89514	1	[Wd:Q407699]
WP2513_92316	WP3933_94213	1	[Wd:Q201090]
WP2513_92316	WP3982_94298	1	[Wd:Q424361]
WP2513_92316	WP2018_90016	1	[Wd:Q424361]
WP2513_92316	WP176_93690	1	[Wd:Q26840996]
WP2513_92316	WP536_94305	1	[Wd:Q201090]
WP2513_92316	WP98_88906	1	[Wd:Q407699]
WP2513_92316	WP43_94176	1	[Wd:Q26840996]
WP2513_92316	WP3601_89202	1	[Wd:Q424361]
WP2513_92316	WP561_93014	1	[Wd:Q26840996]
WP2513_92316	WP2059_87372	1	[Wd:Q26840996]
WP2513_92316	WP1403_90259	1	[Wd:Q201090]
WP2513_92316	WP2007_69751	1	[Wd:Q26840996]
WP3408_88049	WP176_93690	1	[Wd:Q28749]
WP3408_88049	WP1533_85340	1	[Wd:Q28749]
WP3408_88049	WP3601_89202	1	[Wd:Q28749]
WP712_78491	WP707_82937	1	[Wd:Q422416]
WP712_78491	WP3298_91618	1	[Wd:Q210041]
WP712_78491	WP734_74438	1	[Wd:Q210041]
WP712_78491	WP1530_84694	1	[Wd:Q422416]
WP712_78491	WP3604_84660	1	[Wd:Q422416]
WP712_78491	WP1602_78486	1	[Wd:Q210041]
WP712_78491	WP500_94085	1	[Wd:Q210041]
WP712_78491	WP35_88601	1	[Wd:Q210041]
WP712_78491	WP2636_89423	1	[Wd:Q210041]
WP712_78491	WP536_94305	1	[Wd:Q210041]
WP712_78491	WP3676_94186	1	[Wd:Q210041]
WP712_78491	WP382_79951	1	[Wd:Q210041]
WP712_78491	WP3876_90122	1	[Wd:Q210041]
WP712_78491	WP474_87977	1	[Wd:Q210041]
WP712_78491	WP697_94227	1	[Wd:Q422416]
WP712_78491	WP3929_90949	1	[Wd:Q210041]
WP712_78491	WP4149_94399	1	[Wd:Q210041]
WP712_78491	WP1403_90259	1	[Wd:Q210041]
WP712_78491	WP391_71373	1	[Wd:Q210041]
WP712_78491	WP2355_94191	1	[Wd:Q210041]
WP1423_94289	WP4142_94288	1	[Wd:Q27161831]
WP1423_94289	WP1424_94290	1	[Wd:Q27158044]
WP3644_89859	WP183_81161	1	[Wd:Q201090]
WP3644_89859	WP1455_89635	1	[Wd:Q181003]
WP3644_89859	WP3604_84660	5	[Wd:Q201090, Wd:Q213580, Wd:Q420633, Wd:Q181003, Wd:Q27080955]
WP3644_89859	WP661_88591	2	[Wd:Q213580, Wd:Q27080955]
WP3644_89859	WP3933_94213	1	[Wd:Q201090]
WP3644_89859	WP706_92921	1	[Wd:Q181003]
WP3644_89859	WP2453_94220	1	[Wd:Q213580]
WP3644_89859	WP2333_72015	1	[Wd:Q213580]
WP3644_89859	WP2485_70025	3	[Wd:Q420633, Wd:Q181003, Ce:CHEBI:15763]
WP3644_89859	WP2456_89610	2	[Wd:Q213580, Wd:Q27080955]
WP3644_89859	WP536_94305	1	[Wd:Q201090]
WP3644_89859	WP111_89727	1	[Ce:CHEBI:17877]
WP3644_89859	WP550_90171	1	[Wd:Q181003]
WP3644_89859	WP106_94196	1	[Wd:Q213580]
WP3644_89859	WP3645_90261	6	[Wd:Q134658, Wd:Q181003, Wd:Q192423, Wd:Q3334152, Ce:CHEBI:15763, Wd:Q21547155]
WP3644_89859	WP465_94086	1	[Wd:Q181003]
WP3644_89859	WP2868_90260	2	[Wd:Q213580, Wd:Q27080955]
WP3644_89859	WP1403_90259	1	[Wd:Q201090]
WP3644_89859	WP528_79855	1	[Wd:Q213580]
WP3644_89859	WP2848_89940	1	[Wd:Q192423]
WP1531_82221	WP197_91292	2	[Wd:Q43656, Wd:Q139350]
WP1531_82221	WP3604_84660	4	[Wd:Q139347, Wd:Q43656, Wd:Q139195, Wd:Q139350]
WP1531_82221	WP176_93690	1	[Wd:Q43656]
WP1531_82221	WP1982_90425	1	[Wd:Q43656]
WP1531_82221	WP1533_85340	1	[Wd:Q43656]
WP1531_82221	WP3601_89202	1	[Wd:Q43656]
WP1531_82221	WP237_78497	1	[Wd:Q43656]
WP1531_82221	WP430_90508	1	[Wd:Q43656]
WP1531_82221	WP299_89331	3	[Wd:Q43656, Wd:Q139195, Wd:Q139350]
WP1531_82221	WP716_83589	1	[Wd:Q139347]
WP1531_82221	WP496_69016	1	[Wd:Q43656]
WP3634_86060	WP3635_86059	2	[Ce:CHEBI:36080, Ck:C00562]
WP4142_94288	WP3604_84660	3	[Wd:Q46298, Wd:Q27088847, Wd:Q418826]
WP4142_94288	WP241_89671	1	[Wd:Q26997410]
WP707_82937	WP1530_84694	4	[Wd:Q27074035, Wd:Q422416, Wd:Q60235, Ce:CHEBI:22333]
WP707_82937	WP3604_84660	1	[Wd:Q422416]
WP707_82937	WP697_94227	1	[Wd:Q422416]
WP3298_91618	WP734_74438	2	[Wd:Q210041, Wd:Q167934]
WP3298_91618	WP1455_89635	1	[Wd:Q167934]
WP3298_91618	WP733_74441	1	[Wd:Q167934]
WP3298_91618	WP3604_84660	2	[Wd:Q238532, Wd:Q167934]
WP3298_91618	WP706_92921	2	[Wd:Q238532, Wd:Q167934]
WP3298_91618	WP1602_78486	1	[Wd:Q210041]
WP3298_91618	WP455_81793	2	[Wd:Q180912, Wd:Q167934]
WP3298_91618	WP3926_90739	1	[Ce:CHEBI:16412]
WP3298_91618	WP500_94085	1	[Wd:Q210041]
WP3298_91618	WP247_74422	1	[Wd:Q180912]
WP3298_91618	WP35_88601	1	[Wd:Q210041]
WP3298_91618	WP58_93101	1	[Wd:Q167934]
WP3298_91618	WP2636_89423	1	[Wd:Q210041]
WP3298_91618	WP536_94305	1	[Wd:Q210041]
WP3298_91618	WP3676_94186	1	[Wd:Q210041]
WP3298_91618	WP382_79951	1	[Wd:Q210041]
WP3298_91618	WP2267_85090	1	[Wd:Q167934]
WP3298_91618	WP550_90171	3	[Wd:Q180912, Wd:Q4847704, Wd:Q167934]
WP3298_91618	WP3876_90122	1	[Wd:Q210041]
WP3298_91618	WP3584_91190	2	[Wd:Q180912, Wd:Q167934]
WP3298_91618	WP474_87977	1	[Wd:Q210041]
WP3298_91618	WP3944_90836	1	[Wd:Q167934]
WP3298_91618	WP465_94086	5	[Wd:Q20707319, Wd:Q180912, Wd:Q4847704, Wd:Q4352011, Wd:Q167934]
WP3298_91618	WP3929_90949	1	[Wd:Q210041]
WP3298_91618	WP4149_94399	1	[Wd:Q210041]
WP3298_91618	WP1403_90259	1	[Wd:Q210041]
WP3298_91618	WP391_71373	1	[Wd:Q210041]
WP3298_91618	WP732_80010	1	[Wd:Q167934]
WP3298_91618	WP2355_94191	1	[Wd:Q210041]
WP615_81193	WP3863_90702	1	[Wd:Q27157614]
WP615_81193	WP2583_86147	1	[Wd:Q27157614]
WP3680_90113	WP497_94180	1	[Wd:Q173670]
WP3680_90113	WP3877_89291	1	[Wd:Q171877]
WP3680_90113	WP1995_88595	2	[Wd:Q207843, Wd:Q173670]
WP3680_90113	WP3604_84660	1	[Wd:Q173670]
WP3680_90113	WP661_88591	1	[Wd:Q173670]
WP3680_90113	WP3982_94298	1	[Wd:Q207843]
WP3680_90113	WP1941_94179	1	[Wd:Q171877]
WP3680_90113	WP4008_92677	2	[Wd:Q207843, Wd:Q173670]
WP3680_90113	WP176_93690	4	[Wd:Q419130, Wd:Q171877, Wd:Q207843, Wd:Q173670]
WP3680_90113	WP3679_94188	1	[Ce:CHEBI:48760]
WP3680_90113	WP1533_85340	3	[Wd:Q419130, Wd:Q171877, Wd:Q207843]
WP3680_90113	WP3878_89745	1	[Wd:Q171877]
WP3680_90113	WP561_93014	1	[Wd:Q171877]
WP3680_90113	WP2059_87372	3	[Wd:Q419130, Wd:Q171877, Wd:Q207843]
WP3624_92327	WP408_94131	1	[Wd:Q424361]
WP3624_92327	WP3982_94298	1	[Wd:Q424361]
WP3624_92327	WP2018_90016	1	[Wd:Q424361]
WP3624_92327	WP3601_89202	1	[Wd:Q424361]
WP3853_89748	WP497_94180	1	[Wd:Q26995161]
WP3853_89748	WP3604_84660	1	[Wd:Q26995161]
WP3853_89748	WP2485_70025	1	[Wd:Q26995161]
WP3853_89748	WP4008_92677	1	[Wd:Q26995161]
WP3853_89748	WP550_90171	1	[Wd:Q26995161]
WP2572_90019	WP2328_92211	1	[Wd:Q367700]
WP2596_87520	WP2597_87647	3	[Wd:Q409202, Wd:Q180623, Wd:Q61233]
WP2596_87520	WP3604_84660	2	[Wd:Q180623, Wd:Q61233]
WP2596_87520	WP706_92921	1	[Wd:Q180623]
WP2596_87520	WP455_81793	1	[Wd:Q61233]
WP2596_87520	WP58_93101	2	[Wd:Q180623, Wd:Q61233]
WP2596_87520	WP536_94305	1	[Wd:Q180623]
WP2596_87520	WP550_90171	2	[Wd:Q180623, Wd:Q61233]
WP2596_87520	WP2190_88006	1	[Wd:Q180623]
WP2596_87520	WP528_79855	1	[Wd:Q180623]
WP408_94131	WP3982_94298	1	[Wd:Q424361]
WP408_94131	WP2018_90016	1	[Wd:Q424361]
WP408_94131	WP3601_89202	1	[Wd:Q424361]
WP134_88600	WP3604_84660	10	[Wd:Q27123582, Wd:Q27094888, Wd:Q794810, Wd:Q412043, Wd:Q35671055, Wd:Q36496720, Wd:Q245501, Ce:CHEBI:48153, Wd:Q3040325, Wd:Q245503]
WP134_88600	WP1946_94218	4	[Wd:Q794810, Wd:Q412043, Wd:Q36496720, Wd:Q245503]
WP134_88600	WP690_88335	1	[Wd:Q794810]
WP678_94200	WP167_89514	1	[Wd:Q407699]
WP678_94200	WP98_88906	1	[Wd:Q407699]
WP183_81161	WP3604_84660	1	[Wd:Q201090]
WP183_81161	WP3933_94213	1	[Wd:Q201090]
WP183_81161	WP536_94305	1	[Wd:Q201090]
WP183_81161	WP1403_90259	1	[Wd:Q201090]
WP2597_87647	WP3604_84660	2	[Wd:Q180623, Wd:Q61233]
WP2597_87647	WP706_92921	1	[Wd:Q180623]
WP2597_87647	WP2485_70025	1	[Ce:CHEBI:15378]
WP2597_87647	WP455_81793	1	[Wd:Q61233]
WP2597_87647	WP58_93101	2	[Wd:Q180623, Wd:Q61233]
WP2597_87647	WP536_94305	1	[Wd:Q180623]
WP2597_87647	WP550_90171	2	[Wd:Q180623, Wd:Q61233]
WP2597_87647	WP2190_88006	1	[Wd:Q180623]
WP2597_87647	WP528_79855	1	[Wd:Q180623]
WP2884_87956	WP2881_88032	1	[Wd:Q389934]
WP3879_90124	WP2406_89157	1	[Wd:Q29417]
WP3879_90124	WP691_92400	1	[Wd:Q4689254]
WP3879_90124	WP299_89331	1	[Wd:Q29417]
WP3879_90124	WP716_83589	1	[Wd:Q29417]
WP3879_90124	WP2848_89940	2	[Wd:Q29417, Wd:Q422252]
WP3942_94205	WP716_83589	1	[Wd:Q3611854]
WP2406_89157	WP299_89331	1	[Wd:Q29417]
WP2406_89157	WP716_83589	1	[Wd:Q29417]
WP2406_89157	WP2848_89940	1	[Wd:Q29417]
WP197_91292	WP3604_84660	8	[Wd:Q2699676, Wd:Q33108774, Ce:CHEBI:15467, Wd:Q3218465, Wd:Q139350, Wd:Q414996, Wd:Q43656, Wd:Q407560]
WP197_91292	WP176_93690	1	[Wd:Q43656]
WP197_91292	WP1982_90425	1	[Wd:Q43656]
WP197_91292	WP1533_85340	1	[Wd:Q43656]
WP197_91292	WP3601_89202	1	[Wd:Q43656]
WP197_91292	WP237_78497	1	[Wd:Q43656]
WP197_91292	WP430_90508	3	[Ce:CHEBI:15467, Wd:Q43656, Wd:Q407560]
WP197_91292	WP299_89331	2	[Wd:Q139350, Wd:Q43656]
WP197_91292	WP496_69016	1	[Wd:Q43656]
WP143_93218	WP3604_84660	3	[Wd:Q409622, Wd:Q132501, Wd:Q416915]
WP143_93218	WP661_88591	1	[Wd:Q132501]
WP143_93218	WP357_94197	1	[Wd:Q2699537]
WP143_93218	WP176_93690	1	[Wd:Q186319]
WP143_93218	WP1533_85340	1	[Wd:Q186319]
WP143_93218	WP3601_89202	2	[Wd:Q186319, Wd:Q132501]
WP143_93218	WP465_94086	1	[Ce:CHEBI:15524]
WP143_93218	WP368_94199	2	[Wd:Q27108673, Wd:Q2699537]
WP143_93218	WP1946_94218	1	[Wd:Q416915]
WP143_93218	WP325_71223	2	[Wd:Q132501, Wd:Q416915]
WP143_93218	WP690_88335	1	[Wd:Q416915]
WP734_74438	WP1455_89635	1	[Wd:Q167934]
WP734_74438	WP733_74441	1	[Wd:Q167934]
WP734_74438	WP3604_84660	1	[Wd:Q167934]
WP734_74438	WP706_92921	1	[Wd:Q167934]
WP734_74438	WP1602_78486	1	[Wd:Q210041]
WP734_74438	WP455_81793	1	[Wd:Q167934]
WP734_74438	WP500_94085	1	[Wd:Q210041]
WP734_74438	WP35_88601	1	[Wd:Q210041]
WP734_74438	WP58_93101	1	[Wd:Q167934]
WP734_74438	WP2636_89423	1	[Wd:Q210041]
WP734_74438	WP536_94305	1	[Wd:Q210041]
WP734_74438	WP3676_94186	1	[Wd:Q210041]
WP734_74438	WP382_79951	1	[Wd:Q210041]
WP734_74438	WP2267_85090	1	[Wd:Q167934]
WP734_74438	WP550_90171	1	[Wd:Q167934]
WP734_74438	WP3876_90122	1	[Wd:Q210041]
WP734_74438	WP3584_91190	1	[Wd:Q167934]
WP734_74438	WP474_87977	1	[Wd:Q210041]
WP734_74438	WP3944_90836	1	[Wd:Q167934]
WP734_74438	WP465_94086	1	[Wd:Q167934]
WP734_74438	WP3929_90949	1	[Wd:Q210041]
WP734_74438	WP4149_94399	1	[Wd:Q210041]
WP734_74438	WP1403_90259	1	[Wd:Q210041]
WP734_74438	WP391_71373	1	[Wd:Q210041]
WP734_74438	WP732_80010	1	[Wd:Q167934]
WP734_74438	WP2355_94191	1	[Wd:Q210041]
WP497_94180	WP4022_94174	1	[Wd:Q424409]
WP497_94180	WP1995_88595	2	[Wd:Q173670, Wd:Q408641]
WP497_94180	WP3604_84660	17	[Wd:Q48318, Wd:Q424597, Ce:CHEBI:16034, Wd:Q410190, Wd:Q20035886, Wd:Q2740979, Wd:Q223600, Wd:Q424409, Ce:CHEBI:17232, Wd:Q27105294, Wd:Q173670, Wd:Q410198, Wd:Q408641, Wd:Q26995161, Wd:Q414157, Wd:Q418834, Wd:Q1984607]
WP497_94180	WP3940_94312	1	[Wd:Q414157]
WP497_94180	WP661_88591	3	[Wd:Q173670, Wd:Q410198, Wd:Q408641]
WP497_94180	WP2453_94220	2	[Ce:CHEBI:5190, Ce:CHEBI:18012]
WP497_94180	WP2485_70025	2	[Wd:Q161233, Wd:Q26995161]
WP497_94180	WP4008_92677	3	[Wd:Q173670, Wd:Q408641, Wd:Q26995161]
WP497_94180	WP176_93690	1	[Wd:Q173670]
WP497_94180	WP404_68960	4	[Wd:Q424597, Wd:Q410190, Wd:Q410198, Wd:Q418834]
WP497_94180	WP550_90171	1	[Wd:Q26995161]
WP497_94180	WP1533_85340	1	[Wd:Q426660]
WP497_94180	WP106_94196	5	[Ce:CHEBI:17053, Ce:CHEBI:21247, Ce:CHEBI:5190, Ce:CHEBI:6193, Ce:CHEBI:18012]
WP497_94180	WP2190_88006	5	[Wd:Q424597, Wd:Q410190, Wd:Q410198, Wd:Q414157, Wd:Q418834]
WP3286_93705	WP2059_87372	1	[Wd:Q27094182]
WP3877_89291	WP1941_94179	1	[Wd:Q171877]
WP3877_89291	WP176_93690	1	[Wd:Q171877]
WP3877_89291	WP1533_85340	1	[Wd:Q171877]
WP3877_89291	WP3878_89745	1	[Wd:Q171877]
WP3877_89291	WP561_93014	1	[Wd:Q171877]
WP3877_89291	WP2059_87372	1	[Wd:Q171877]
WP2371_87374	WP3604_84660	1	[Wd:Q300989]
WP2371_87374	WP706_92921	1	[Wd:Q300989]
WP2371_87374	WP1602_78486	1	[Wd:Q300989]
WP2371_87374	WP550_90171	1	[Wd:Q300989]
WP1455_89635	WP733_74441	1	[Wd:Q167934]
WP1455_89635	WP3604_84660	2	[Wd:Q167934, Wd:Q181003]
WP1455_89635	WP706_92921	2	[Wd:Q167934, Wd:Q181003]
WP1455_89635	WP2485_70025	1	[Wd:Q181003]
WP1455_89635	WP455_81793	1	[Wd:Q167934]
WP1455_89635	WP58_93101	1	[Wd:Q167934]
WP1455_89635	WP2267_85090	1	[Wd:Q167934]
WP1455_89635	WP550_90171	2	[Wd:Q167934, Wd:Q181003]
WP1455_89635	WP3584_91190	1	[Wd:Q167934]
WP1455_89635	WP3645_90261	1	[Wd:Q181003]
WP1455_89635	WP3944_90836	1	[Wd:Q167934]
WP1455_89635	WP465_94086	2	[Wd:Q167934, Wd:Q181003]
WP1455_89635	WP732_80010	1	[Wd:Q167934]
WP1589_92113	WP3604_84660	6	[Wd:Q26995704, Wd:Q192466, Wd:Q22124685, Ce:CHEBI:15641, Wd:Q61457, Wd:Q186474]
WP1589_92113	WP3940_94312	4	[Wd:Q192466, Wd:Q22124685, Ce:CHEBI:15641, Wd:Q168453]
WP1589_92113	WP661_88591	1	[Wd:Q22124685]
WP1589_92113	WP2333_72015	2	[Ce:CHEBI:15641, Wd:Q168453]
WP1589_92113	WP3585_88828	1	[Wd:Q153]
WP1589_92113	WP176_93690	6	[Wd:Q935387, Wd:Q26995704, Wd:Q192466, Wd:Q22124685, Ce:CHEBI:15641, Wd:Q186474]
WP1589_92113	WP1533_85340	6	[Wd:Q935387, Wd:Q26995704, Wd:Q192466, Wd:Q22124685, Ce:CHEBI:15641, Wd:Q186474]
WP1589_92113	WP3297_88048	2	[Wd:Q192466, Wd:Q153]
WP1589_92113	WP2525_87802	4	[Wd:Q26995704, Wd:Q192466, Ce:CHEBI:15641, Wd:Q168453]
WP1589_92113	WP241_89671	4	[Wd:Q192466, Wd:Q22124685, Wd:Q153, Wd:Q168453]
WP1589_92113	WP2190_88006	3	[Wd:Q935387, Wd:Q22124685, Wd:Q186474]
WP3287_89371	WP3604_84660	1	[Wd:Q116907]
WP3287_89371	WP692_94192	1	[Wd:Q116907]
WP3287_89371	WP1438_80038	1	[Wd:Q116907]
WP3287_89371	WP2190_88006	1	[Wd:Q116907]
WP733_74441	WP3604_84660	1	[Wd:Q167934]
WP733_74441	WP706_92921	1	[Wd:Q167934]
WP733_74441	WP455_81793	1	[Wd:Q167934]
WP733_74441	WP58_93101	1	[Wd:Q167934]
WP733_74441	WP2267_85090	1	[Wd:Q167934]
WP733_74441	WP550_90171	1	[Wd:Q167934]
WP733_74441	WP3584_91190	1	[Wd:Q167934]
WP733_74441	WP3944_90836	1	[Wd:Q167934]
WP733_74441	WP465_94086	1	[Wd:Q167934]
WP733_74441	WP732_80010	1	[Wd:Q167934]
WP4022_94174	WP3604_84660	18	[Wd:Q3008585, Wd:Q310919, Wd:Q412622, Wd:Q27074278, Ce:CHEBI:28850, Wd:Q182990, Wd:Q422464, Wd:Q424409, Ce:CHEBI:28846, Wd:Q422573, Wd:Q27104235, Ce:CHEBI:17625, Wd:Q422538, Wd:Q171973, Ce:CHEBI:17013, Wd:Q181619, Ce:CHEBI:18077, Ce:CHEBI:15918]
WP4022_94174	WP3933_94213	1	[Wd:Q412622]
WP4022_94174	WP2485_70025	1	[Wd:Q181619]
WP4022_94174	WP1982_90425	1	[Wd:Q181619]
WP4022_94174	WP2267_85090	1	[Wd:Q181619]
WP4022_94174	WP2525_87802	4	[Ce:CHEBI:10532, Ce:CHEBI:10529, Ce:CHEBI:17622, Ce:CHEBI:17013]
WP4022_94174	WP715_94201	1	[Wd:Q181619]
WP1530_84694	WP3604_84660	1	[Wd:Q422416]
WP1530_84694	WP697_94227	1	[Wd:Q422416]
WP1995_88595	WP3604_84660	3	[Wd:Q408641, Wd:Q193598, Wd:Q173670]
WP1995_88595	WP661_88591	2	[Wd:Q408641, Wd:Q173670]
WP1995_88595	WP3982_94298	1	[Wd:Q207843]
WP1995_88595	WP4008_92677	3	[Wd:Q408641, Wd:Q207843, Wd:Q173670]
WP1995_88595	WP176_93690	2	[Wd:Q207843, Wd:Q173670]
WP1995_88595	WP1533_85340	2	[Wd:Q182168, Wd:Q207843]
WP1995_88595	WP2059_87372	1	[Wd:Q207843]
WP1995_88595	WP2848_89940	1	[Wd:Q193598]
WP3863_90702	WP536_94305	1	[Wd:Q26998374]
WP3863_90702	WP2583_86147	1	[Wd:Q27157614]
WP3863_90702	WP3676_94186	1	[Wd:Q26998374]
WP3863_90702	WP3958_91307	1	[Wd:Q26998374]
WP3863_90702	WP2889_88286	1	[Wd:Q26998374]
WP3863_90702	WP3301_94277	1	[Wd:Q26998374]
WP3863_90702	WP732_80010	1	[Wd:Q26998374]
WP3863_90702	WP2355_94191	1	[Wd:Q26998374]
WP3604_84660	WP3940_94312	12	[Wd:Q576895, Wd:Q288236, Wd:Q4369, Wd:Q414157, Wd:Q3138539, Wd:Q22124685, Wd:Q2823252, Ce:CHEBI:16732, Ce:CHEBI:15641, Ce:CHEBI:15636, Wd:Q192466, Wd:Q27102062]
WP3604_84660	WP661_88591	18	[Wd:Q21036645, Wd:Q27080955, Wd:Q23905964, Wd:Q132501, Wd:Q27104150, Wd:Q484940, Wd:Q2701638, Wd:Q22124685, Wd:Q188017, Wd:Q410198, Wd:Q483752, Wd:Q213580, Wd:Q170545, Wd:Q410305, Wd:Q20816880, Wd:Q408641, Wd:Q485277, Wd:Q173670]
WP3604_84660	WP3933_94213	5	[Wd:Q576895, Wd:Q201090, Wd:Q424680, Ce:CHEBI:16732, Wd:Q412622]
WP3604_84660	WP706_92921	10	[Wd:Q167934, Wd:Q180623, Wd:Q188017, Wd:Q238544, Wd:Q300989, Wd:Q238532, Wd:Q170545, Wd:Q210021, Wd:Q181003, Wd:Q193166]
WP3604_84660	WP2453_94220	5	[Wd:Q424172, Wd:Q306140, Ce:CHEBI:15380, Wd:Q213050, Wd:Q213580]
WP3604_84660	WP2333_72015	2	[Wd:Q213580, Ce:CHEBI:15641]
WP3604_84660	WP170_71083	1	[Wd:Q26963]
WP3604_84660	WP2485_70025	12	[Ce:CHEBI:18377, Wd:Q27225747, Wd:Q218642, Wd:Q181619, Wd:Q27102345, Wd:Q2823213, Wd:Q27109180, Wd:Q420633, Wd:Q181003, Ce:CHEBI:16946, Wd:Q26995161, Wd:Q411945]
WP3604_84660	WP1602_78486	3	[Wd:Q188017, Wd:Q300989, Wd:Q170304]
