Source	Target	SharedMet	List
WP3604_84660	WP455_81793	2	[Wd:Q167934, Wd:Q61233]
WP3604_84660	WP500_94085	5	[Wd:Q21036645, Wd:Q23905964, Wd:Q418865, Wd:Q424649, Wd:Q27098367]
WP3604_84660	WP3947_91925	1	[Wd:Q948846]
WP3604_84660	WP2456_89610	3	[Wd:Q27080955, Wd:Q23905964, Wd:Q213580]
WP3604_84660	WP692_94192	6	[Wd:Q2825485, Wd:Q172290, Wd:Q116907, Ce:CHEBI:17709, Ce:CHEBI:17980, Wd:Q3324838]
WP3604_84660	WP3585_88828	1	[Wd:Q178425]
WP3604_84660	WP4008_92677	3	[Wd:Q408641, Wd:Q26995161, Wd:Q173670]
WP3604_84660	WP58_93101	5	[Wd:Q167934, Wd:Q61233, Wd:Q132621, Wd:Q186242, Wd:Q180623]
WP3604_84660	WP2636_89423	1	[Wd:Q170304]
WP3604_84660	WP176_93690	18	[Wd:Q21036645, Wd:Q183290, Ce:CHEBI:18349, Wd:Q186474, Wd:Q23905964, Wd:Q43656, Wd:Q26995704, Wd:Q22124685, Ce:CHEBI:20506, Ce:CHEBI:15641, Ce:CHEBI:15636, Ce:CHEBI:15637, Wd:Q192367, Ce:CHEBI:17627, Wd:Q192466, Ce:CHEBI:209153, Wd:Q173670, Wd:Q620730]
WP3604_84660	WP536_94305	3	[Wd:Q132621, Wd:Q201090, Wd:Q180623]
WP3604_84660	WP422_72129	1	[Wd:Q424586]
WP3604_84660	WP111_89727	1	[Wd:Q213050]
WP3604_84660	WP1982_90425	4	[Wd:Q21036645, Wd:Q23905964, Wd:Q43656, Wd:Q181619]
WP3604_84660	WP404_68960	14	[Wd:Q3502778, Wd:Q105522, Wd:Q418834, Wd:Q27074273, Wd:Q422473, Wd:Q15277, Wd:Q424597, Wd:Q410190, Wd:Q410198, Wd:Q410305, Wd:Q169313, Wd:Q179271, Wd:Q50980, Wd:Q2817102]
WP3604_84660	WP3931_94310	2	[Wd:Q27103932, Wd:Q424586]
WP3604_84660	WP98_88906	3	[Wd:Q423185, Wd:Q190875, Wd:Q26963]
WP3604_84660	WP78_90661	8	[Wd:Q27104150, Wd:Q306140, Ce:CHEBI:15380, Wd:Q213050, Wd:Q159683, Wd:Q139857, Wd:Q27104226, Wd:Q408658]
WP3604_84660	WP3871_94406	3	[Wd:Q210021, Wd:Q277638, Wd:Q27088456]
WP3604_84660	WP1438_80038	1	[Wd:Q116907]
WP3604_84660	WP3679_94188	1	[Wd:Q210021]
WP3604_84660	WP691_92400	1	[Wd:Q2825485]
WP3604_84660	WP2338_78504	1	[Wd:Q424586]
WP3604_84660	WP2267_85090	3	[Wd:Q167934, Wd:Q181619, Wd:Q170304]
WP3604_84660	WP3915_93137	5	[Wd:Q23905964, Wd:Q773449, Wd:Q327362, Ce:CHEBI:28602, Wd:Q36461529]
WP3604_84660	WP550_90171	14	[Wd:Q167934, Wd:Q61233, Wd:Q132621, Wd:Q186242, Wd:Q180623, Wd:Q188017, Wd:Q238544, Wd:Q300989, Wd:Q170545, Wd:Q210021, Wd:Q181003, Wd:Q193166, Wd:Q485277, Wd:Q26995161]
WP3604_84660	WP1533_85340	11	[Wd:Q21036645, Wd:Q183290, Wd:Q186474, Wd:Q23905964, Ce:CHEBI:15380, Wd:Q43656, Wd:Q26995704, Wd:Q22124685, Ce:CHEBI:20506, Ce:CHEBI:15641, Wd:Q192466]
WP3604_84660	WP3584_91190	5	[Wd:Q167934, Wd:Q186242, Wd:Q170304, Wd:Q210021, Wd:Q15628176]
WP3604_84660	WP3297_88048	1	[Wd:Q192466]
WP3604_84660	WP2525_87802	9	[Ce:CHEBI:17013, Wd:Q26995704, Ce:CHEBI:15641, Ce:CHEBI:15636, Ce:CHEBI:15637, Wd:Q32904835, Wd:Q192466, Ce:CHEBI:30933, Ce:CHEBI:15811]
WP3604_84660	WP106_94196	7	[Wd:Q29519883, Wd:Q306140, Wd:Q218642, Wd:Q213050, Wd:Q213580, Wd:Q159683, Wd:Q27098186]
WP3604_84660	WP241_89671	7	[Wd:Q10860583, Wd:Q22124685, Wd:Q2741362, Wd:Q192367, Wd:Q192466, Wd:Q193166, Wd:Q620730]
WP3604_84660	WP2190_88006	15	[Wd:Q418834, Wd:Q4369, Wd:Q186474, Wd:Q414157, Wd:Q180623, Wd:Q3138539, Wd:Q10860583, Wd:Q22124685, Wd:Q424597, Wd:Q410190, Wd:Q116907, Wd:Q410198, Wd:Q193166, Wd:Q207051, Wd:Q620730]
WP3604_84660	WP3645_90261	6	[Ce:CHEBI:18377, Wd:Q2823213, Wd:Q27109180, Wd:Q181003, Ce:CHEBI:16946, Wd:Q411945]
WP3604_84660	WP697_94227	5	[Wd:Q414986, Wd:Q422416, Wd:Q27067422, Wd:Q27105423, Wd:Q27105413]
WP3604_84660	WP715_94201	3	[Wd:Q181619, Wd:Q207051, Wd:Q620730]
WP3604_84660	WP3944_90836	1	[Wd:Q167934]
WP3604_84660	WP3601_89202	2	[Wd:Q132501, Wd:Q43656]
WP3604_84660	WP237_78497	12	[Wd:Q412158, Wd:Q423185, Wd:Q27106233, Wd:Q190875, Wd:Q43656, Wd:Q35666789, Wd:Q175901, Wd:Q422543, Wd:Q948846, Wd:Q3597767, Wd:Q26963, Wd:Q184564]
WP3604_84660	WP465_94086	9	[Wd:Q167934, Ce:CHEBI:50157, Ce:CHEBI:15473, Wd:Q238544, Wd:Q27102813, Wd:Q27101976, Wd:Q5961262, Wd:Q409439, Wd:Q181003]
WP3604_84660	WP2868_90260	4	[Wd:Q21036645, Wd:Q27080955, Wd:Q23905964, Wd:Q213580]
WP3604_84660	WP561_93014	3	[Ce:CHEBI:15380, Wd:Q421178, Wd:Q620730]
WP3604_84660	WP521_88588	2	[Wd:Q27225747, Wd:Q620730]
WP3604_84660	WP1403_90259	4	[Wd:Q21036645, Wd:Q23905964, Wd:Q201090, Ce:CHEBI:15531]
WP3604_84660	WP1946_94218	11	[Wd:Q21036645, Wd:Q412043, Wd:Q245503, Wd:Q36496720, Wd:Q23905964, Wd:Q1020557, Wd:Q423204, Wd:Q416915, Wd:Q794810, Wd:Q36461529, Wd:Q27104462]
WP3604_84660	WP1981_85189	3	[Wd:Q773449, Wd:Q188017, Wd:Q327362]
WP3604_84660	WP430_90508	4	[Wd:Q43656, Ce:CHEBI:15467, Wd:Q287415, Wd:Q407560]
WP3604_84660	WP299_89331	3	[Wd:Q139350, Wd:Q139195, Wd:Q43656]
WP3604_84660	WP325_71223	2	[Wd:Q132501, Wd:Q416915]
WP3604_84660	WP732_80010	1	[Wd:Q167934]
WP3604_84660	WP528_79855	5	[Wd:Q576895, Wd:Q180623, Wd:Q213580, Ce:CHEBI:16436, Wd:Q193166]
WP3604_84660	WP690_88335	8	[Wd:Q21036645, Wd:Q23905964, Wd:Q416915, Wd:Q423211, Wd:Q27104412, Wd:Q245280, Ce:CHEBI:28645, Wd:Q794810]
WP3604_84660	WP716_83589	1	[Wd:Q139347]
WP3604_84660	WP2848_89940	2	[Wd:Q193598, Wd:Q207051]
WP3604_84660	WP3998_94376	1	[Wd:Q11694846]
WP3604_84660	WP698_94183	8	[Wd:Q21036645, Wd:Q2825485, Wd:Q23905964, Wd:Q418865, Wd:Q424649, Wd:Q36461529, Wd:Q277638, Wd:Q27098367]
WP3604_84660	WP3934_90768	1	[Ce:CHEBI:15531]
WP3604_84660	WP3655_88473	2	[Wd:Q27103932, Wd:Q424586]
WP3604_84660	WP80_68938	2	[Wd:Q15277, Wd:Q190012]
WP3604_84660	WP2457_88312	1	[Ce:CHEBI:16732]
WP3604_84660	WP1601_94193	2	[Wd:Q2741362, Wd:Q192367]
WP3604_84660	WP100_93097	2	[Wd:Q288236, Wd:Q620730]
WP3604_84660	WP496_69016	9	[Wd:Q411064, Wd:Q412158, Wd:Q414986, Wd:Q43656, Wd:Q35666789, Wd:Q175901, Wd:Q408376, Wd:Q26963, Wd:Q1318776]
WP3940_94312	WP661_88591	1	[Wd:Q22124685]
WP3940_94312	WP3933_94213	15	[Wd:Q22083259, Wd:Q576895, Wd:Q27135598, Ce:CHEBI:17553, Ce:CHEBI:17115, Ce:CHEBI:3665, Ce:CHEBI:16732, Wd:Q241595, Ce:CHEBI:4880, Ce:CHEBI:4881, Ce:CHEBI:6301, Wd:Q33613401, Ce:CHEBI:15354, Ce:CHEBI:16000, Ce:CHEBI:23212]
WP3940_94312	WP2333_72015	12	[Ce:CHEBI:21261, Ce:CHEBI:20612, Ce:CHEBI:6207, Wd:Q27135598, Ce:CHEBI:5437, Ce:CHEBI:15891, Ce:CHEBI:17561, Ce:CHEBI:2097, Ce:CHEBI:9406, Ce:CHEBI:16856, Ce:CHEBI:15641, Wd:Q168453]
WP3940_94312	WP176_93690	4	[Wd:Q22124685, Wd:Q192466, Ce:CHEBI:15641, Ce:CHEBI:15636]
WP3940_94312	WP1533_85340	3	[Wd:Q22124685, Wd:Q192466, Ce:CHEBI:15641]
WP3940_94312	WP3297_88048	1	[Wd:Q192466]
WP3940_94312	WP2525_87802	19	[Ce:CHEBI:15428, Ce:CHEBI:21261, Ce:CHEBI:20612, Ce:CHEBI:6207, Wd:Q27135598, Ce:CHEBI:6205, Ce:CHEBI:5437, Ce:CHEBI:17115, Ce:CHEBI:17561, Ce:CHEBI:17482, Ce:CHEBI:2097, Ce:CHEBI:16856, Wd:Q192466, Ce:CHEBI:15641, Ce:CHEBI:6301, Ce:CHEBI:15636, Ce:CHEBI:5460, Wd:Q168453, Ce:CHEBI:1987]
WP3940_94312	WP241_89671	4	[Wd:Q22124685, Wd:Q27135598, Wd:Q192466, Wd:Q168453]
WP3940_94312	WP2190_88006	4	[Wd:Q22124685, Wd:Q3138539, Wd:Q414157, Wd:Q4369]
WP3940_94312	WP2272_78594	1	[Wd:Q22083259]
WP3940_94312	WP528_79855	1	[Wd:Q576895]
WP3940_94312	WP2457_88312	10	[Wd:Q22083259, Ce:CHEBI:17553, Ce:CHEBI:3665, Ce:CHEBI:16732, Ce:CHEBI:4880, Ce:CHEBI:4881, Wd:Q33613401, Ce:CHEBI:15354, Ce:CHEBI:16000, Ce:CHEBI:23212]
WP3940_94312	WP100_93097	9	[Ce:CHEBI:18183, Ce:CHEBI:21261, Ce:CHEBI:6207, Ce:CHEBI:5437, Wd:Q288236, Ce:CHEBI:17561, Ce:CHEBI:16856, Ce:CHEBI:17858, Ce:CHEBI:7840]
WP2118_71265	WP4008_92677	1	[Ce:CHEBI:3308]
WP2118_71265	WP3995_93157	1	[Ce:CHEBI:3308]
WP2118_71265	WP3929_90949	3	[Ce:CHEBI:3308, Ce:CHEBI:29108, Ce:CHEBI:22984]
WP167_89514	WP176_93690	4	[Wd:Q3009646, Wd:Q421375, Wd:Q416554, Wd:Q774909]
WP167_89514	WP98_88906	4	[Wd:Q421375, Wd:Q412050, Wd:Q774909, Wd:Q407699]
WP167_89514	WP1533_85340	4	[Wd:Q3009646, Wd:Q421375, Wd:Q416554, Wd:Q774909]
WP661_88591	WP706_92921	2	[Wd:Q188017, Wd:Q170545]
WP661_88591	WP2453_94220	1	[Wd:Q213580]
WP661_88591	WP2333_72015	1	[Wd:Q213580]
WP661_88591	WP1602_78486	1	[Wd:Q188017]
WP661_88591	WP500_94085	2	[Wd:Q23905964, Wd:Q21036645]
WP661_88591	WP2456_89610	3	[Wd:Q23905964, Wd:Q213580, Wd:Q27080955]
WP661_88591	WP4008_92677	2	[Wd:Q173670, Wd:Q408641]
WP661_88591	WP176_93690	4	[Wd:Q23905964, Wd:Q22124685, Wd:Q173670, Wd:Q21036645]
WP661_88591	WP1982_90425	2	[Wd:Q23905964, Wd:Q21036645]
WP661_88591	WP404_68960	2	[Wd:Q410198, Wd:Q410305]
WP661_88591	WP78_90661	1	[Wd:Q27104150]
WP661_88591	WP3915_93137	1	[Wd:Q23905964]
WP661_88591	WP550_90171	3	[Wd:Q485277, Wd:Q188017, Wd:Q170545]
WP661_88591	WP1533_85340	3	[Wd:Q23905964, Wd:Q22124685, Wd:Q21036645]
WP661_88591	WP106_94196	1	[Wd:Q213580]
WP661_88591	WP241_89671	1	[Wd:Q22124685]
WP661_88591	WP2190_88006	2	[Wd:Q22124685, Wd:Q410198]
WP661_88591	WP3601_89202	1	[Wd:Q132501]
WP661_88591	WP2868_90260	4	[Wd:Q23905964, Wd:Q213580, Wd:Q21036645, Wd:Q27080955]
WP661_88591	WP521_88588	1	[Wd:Q412803]
WP661_88591	WP1403_90259	2	[Wd:Q23905964, Wd:Q21036645]
WP661_88591	WP1946_94218	2	[Wd:Q23905964, Wd:Q21036645]
WP661_88591	WP1981_85189	1	[Wd:Q188017]
WP661_88591	WP325_71223	1	[Wd:Q132501]
WP661_88591	WP528_79855	1	[Wd:Q213580]
WP661_88591	WP690_88335	2	[Wd:Q23905964, Wd:Q21036645]
WP661_88591	WP698_94183	2	[Wd:Q23905964, Wd:Q21036645]
WP3933_94213	WP2333_72015	1	[Wd:Q27135598]
WP3933_94213	WP536_94305	1	[Wd:Q201090]
WP3933_94213	WP2525_87802	3	[Ce:CHEBI:17115, Ce:CHEBI:6301, Wd:Q27135598]
WP3933_94213	WP241_89671	1	[Wd:Q27135598]
WP3933_94213	WP2272_78594	1	[Wd:Q22083259]
WP3933_94213	WP1403_90259	1	[Wd:Q201090]
WP3933_94213	WP528_79855	1	[Wd:Q576895]
WP3933_94213	WP2457_88312	10	[Wd:Q22083259, Wd:Q33613401, Ce:CHEBI:15354, Ce:CHEBI:17553, Ce:CHEBI:16000, Ce:CHEBI:16732, Ce:CHEBI:23212, Ce:CHEBI:4880, Ce:CHEBI:4881, Ce:CHEBI:3665]
WP706_92921	WP2485_70025	1	[Wd:Q181003]
WP706_92921	WP1602_78486	3	[Wd:Q300989, Ce:CHEBI:17688, Wd:Q188017]
WP706_92921	WP455_81793	2	[Wd:Q167934, Wd:Q27268491]
WP706_92921	WP58_93101	3	[Wd:Q180623, Wd:Q167934, Wd:Q27268491]
WP706_92921	WP536_94305	1	[Wd:Q180623]
WP706_92921	WP3871_94406	1	[Wd:Q210021]
WP706_92921	WP3679_94188	1	[Wd:Q210021]
WP706_92921	WP2267_85090	1	[Wd:Q167934]
WP706_92921	WP550_90171	10	[Wd:Q300989, Wd:Q180623, Wd:Q238544, Wd:Q210021, Wd:Q193166, Wd:Q167934, Wd:Q188017, Wd:Q27268491, Wd:Q170545, Wd:Q181003]
WP706_92921	WP3584_91190	2	[Wd:Q210021, Wd:Q167934]
WP706_92921	WP241_89671	1	[Wd:Q193166]
WP706_92921	WP2190_88006	2	[Wd:Q180623, Wd:Q193166]
WP706_92921	WP3645_90261	1	[Wd:Q181003]
WP706_92921	WP3944_90836	1	[Wd:Q167934]
WP706_92921	WP465_94086	3	[Wd:Q238544, Wd:Q167934, Wd:Q181003]
WP706_92921	WP1981_85189	1	[Wd:Q188017]
WP706_92921	WP732_80010	1	[Wd:Q167934]
WP706_92921	WP528_79855	2	[Wd:Q180623, Wd:Q193166]
WP2453_94220	WP2333_72015	1	[Wd:Q213580]
WP2453_94220	WP2456_89610	1	[Wd:Q213580]
WP2453_94220	WP111_89727	1	[Wd:Q213050]
WP2453_94220	WP78_90661	4	[Wd:Q306140, Wd:Q213050, Wd:Q288927, Ce:CHEBI:15380]
WP2453_94220	WP1533_85340	1	[Ce:CHEBI:15380]
WP2453_94220	WP106_94196	7	[Wd:Q306140, Ce:CHEBI:30744, Wd:Q213050, Ce:CHEBI:7812, Ce:CHEBI:5190, Ce:CHEBI:18012, Wd:Q213580]
WP2453_94220	WP2868_90260	1	[Wd:Q213580]
WP2453_94220	WP561_93014	1	[Ce:CHEBI:15380]
WP2453_94220	WP528_79855	1	[Wd:Q213580]
WP357_94197	WP465_94086	1	[Wd:Q27093598]
WP357_94197	WP368_94199	3	[Wd:Q2699537, Ce:CHEBI:57347, Wd:Q24067397]
WP357_94197	WP1946_94218	1	[Wd:Q27089397]
WP2333_72015	WP2456_89610	1	[Wd:Q213580]
WP2333_72015	WP176_93690	1	[Ce:CHEBI:15641]
WP2333_72015	WP1533_85340	1	[Ce:CHEBI:15641]
WP2333_72015	WP2525_87802	12	[Ce:CHEBI:16856, Ce:CHEBI:15641, Ce:CHEBI:21261, Ce:CHEBI:20612, Wd:Q27135598, Ce:CHEBI:6207, Ce:CHEBI:5437, Ce:CHEBI:16643, Ce:CHEBI:6271, Ce:CHEBI:17561, Ce:CHEBI:2097, Wd:Q168453]
WP2333_72015	WP106_94196	1	[Wd:Q213580]
WP2333_72015	WP241_89671	2	[Wd:Q27135598, Wd:Q168453]
WP2333_72015	WP2190_88006	3	[Ce:CHEBI:21329, Ce:CHEBI:17230, Ce:CHEBI:6245]
WP2333_72015	WP2868_90260	1	[Wd:Q213580]
WP2333_72015	WP1946_94218	1	[Ce:CHEBI:2342]
WP2333_72015	WP528_79855	1	[Wd:Q213580]
WP2333_72015	WP100_93097	9	[Ce:CHEBI:16856, Ce:CHEBI:16015, Ce:CHEBI:21261, Ce:CHEBI:6224, Ce:CHEBI:21304, Ce:CHEBI:6207, Ce:CHEBI:5437, Ce:CHEBI:17561, Ce:CHEBI:4975]
WP3982_94298	WP2018_90016	1	[Wd:Q424361]
WP3982_94298	WP4008_92677	1	[Wd:Q207843]
WP3982_94298	WP176_93690	1	[Wd:Q207843]
WP3982_94298	WP1533_85340	1	[Wd:Q207843]
WP3982_94298	WP3601_89202	1	[Wd:Q424361]
WP3982_94298	WP2059_87372	1	[Wd:Q207843]
WP1941_94179	WP176_93690	1	[Wd:Q171877]
WP1941_94179	WP1533_85340	1	[Wd:Q171877]
WP1941_94179	WP3878_89745	1	[Wd:Q171877]
WP1941_94179	WP561_93014	1	[Wd:Q171877]
WP1941_94179	WP2059_87372	1	[Wd:Q171877]
WP170_71083	WP1982_90425	1	[Ce:CHEBI:53030]
WP170_71083	WP98_88906	1	[Wd:Q26963]
WP170_71083	WP237_78497	1	[Wd:Q26963]
WP170_71083	WP299_89331	1	[Ce:CHEBI:53030]
WP170_71083	WP496_69016	1	[Wd:Q26963]
WP2485_70025	WP4008_92677	1	[Wd:Q26995161]
WP2485_70025	WP1982_90425	1	[Wd:Q181619]
WP2485_70025	WP2267_85090	1	[Wd:Q181619]
WP2485_70025	WP550_90171	2	[Wd:Q26995161, Wd:Q181003]
WP2485_70025	WP106_94196	1	[Wd:Q218642]
WP2485_70025	WP3645_90261	8	[Ce:CHEBI:16946, Wd:Q2823213, Ce:CHEBI:18377, Ce:CHEBI:18304, Ce:CHEBI:15763, Wd:Q27109180, Wd:Q411945, Wd:Q181003]
WP2485_70025	WP715_94201	1	[Wd:Q181619]
WP2485_70025	WP465_94086	1	[Wd:Q181003]
WP2485_70025	WP521_88588	1	[Wd:Q27225747]
WP1602_78486	WP500_94085	1	[Wd:Q210041]
WP1602_78486	WP35_88601	1	[Wd:Q210041]
WP1602_78486	WP2636_89423	2	[Wd:Q170304, Wd:Q210041]
WP1602_78486	WP536_94305	1	[Wd:Q210041]
WP1602_78486	WP3676_94186	1	[Wd:Q210041]
WP1602_78486	WP382_79951	1	[Wd:Q210041]
WP1602_78486	WP2267_85090	1	[Wd:Q170304]
WP1602_78486	WP550_90171	2	[Wd:Q188017, Wd:Q300989]
WP1602_78486	WP3876_90122	1	[Wd:Q210041]
WP1602_78486	WP3584_91190	1	[Wd:Q170304]
WP1602_78486	WP474_87977	1	[Wd:Q210041]
WP1602_78486	WP3929_90949	1	[Wd:Q210041]
WP1602_78486	WP4149_94399	1	[Wd:Q210041]
WP1602_78486	WP1403_90259	1	[Wd:Q210041]
WP1602_78486	WP1981_85189	1	[Wd:Q188017]
WP1602_78486	WP391_71373	1	[Wd:Q210041]
WP1602_78486	WP2355_94191	1	[Wd:Q210041]
WP455_81793	WP247_74422	1	[Wd:Q180912]
WP455_81793	WP58_93101	3	[Wd:Q167934, Wd:Q27268491, Wd:Q61233]
WP455_81793	WP176_93690	1	[Wd:Q579348]
WP455_81793	WP98_88906	1	[Wd:Q579348]
WP455_81793	WP2267_85090	1	[Wd:Q167934]
WP455_81793	WP550_90171	4	[Wd:Q167934, Wd:Q180912, Wd:Q27268491, Wd:Q61233]
WP455_81793	WP1533_85340	1	[Wd:Q579348]
WP455_81793	WP3584_91190	2	[Wd:Q167934, Wd:Q180912]
WP455_81793	WP2795_85087	1	[Wd:Q27074466]
WP455_81793	WP3944_90836	1	[Wd:Q167934]
WP455_81793	WP465_94086	2	[Wd:Q167934, Wd:Q180912]
WP455_81793	WP732_80010	1	[Wd:Q167934]
WP3926_90739	WP176_93690	1	[Ce:CHEBI:60151]
WP3926_90739	WP1533_85340	1	[Ce:CHEBI:60151]
WP3926_90739	WP3297_88048	1	[Ce:CHEBI:60151]
WP3926_90739	WP3601_89202	1	[Ce:CHEBI:60151]
WP500_94085	WP35_88601	1	[Wd:Q210041]
WP500_94085	WP2456_89610	1	[Wd:Q23905964]
WP500_94085	WP2636_89423	1	[Wd:Q210041]
WP500_94085	WP176_93690	2	[Wd:Q23905964, Wd:Q21036645]
WP500_94085	WP536_94305	1	[Wd:Q210041]
WP500_94085	WP1982_90425	2	[Wd:Q23905964, Wd:Q21036645]
WP500_94085	WP3676_94186	1	[Wd:Q210041]
WP500_94085	WP382_79951	1	[Wd:Q210041]
WP500_94085	WP3915_93137	1	[Wd:Q23905964]
WP500_94085	WP3876_90122	1	[Wd:Q210041]
WP500_94085	WP1533_85340	2	[Wd:Q23905964, Wd:Q21036645]
WP500_94085	WP474_87977	1	[Wd:Q210041]
WP500_94085	WP3929_90949	1	[Wd:Q210041]
WP500_94085	WP4149_94399	1	[Wd:Q210041]
WP500_94085	WP2868_90260	2	[Wd:Q23905964, Wd:Q21036645]
WP500_94085	WP1403_90259	3	[Wd:Q23905964, Wd:Q210041, Wd:Q21036645]
WP500_94085	WP1946_94218	3	[Wd:Q23905964, Wd:Q174936, Wd:Q21036645]
WP500_94085	WP391_71373	1	[Wd:Q210041]
WP500_94085	WP690_88335	2	[Wd:Q23905964, Wd:Q21036645]
WP500_94085	WP698_94183	5	[Wd:Q418865, Wd:Q23905964, Wd:Q27098367, Wd:Q424649, Wd:Q21036645]
WP500_94085	WP2355_94191	1	[Wd:Q210041]
WP247_74422	WP550_90171	1	[Wd:Q180912]
WP247_74422	WP3584_91190	1	[Wd:Q180912]
WP247_74422	WP465_94086	1	[Wd:Q180912]
WP2018_90016	WP2795_85087	1	[Ce:CHEBI:16595]
WP2018_90016	WP3601_89202	1	[Wd:Q424361]
WP2018_90016	WP3929_90949	1	[Ce:CHEBI:16595]
WP2018_90016	WP2059_87372	1	[Ce:CHEBI:16595]
WP3947_91925	WP3944_90836	1	[Wd:Q415997]
WP3947_91925	WP237_78497	1	[Wd:Q948846]
WP35_88601	WP2456_89610	1	[Ce:CHEBI:4481]
WP35_88601	WP2636_89423	1	[Wd:Q210041]
WP35_88601	WP536_94305	1	[Wd:Q210041]
WP35_88601	WP3676_94186	1	[Wd:Q210041]
WP35_88601	WP382_79951	1	[Wd:Q210041]
WP35_88601	WP3679_94188	1	[Ce:CHEBI:4481]
WP35_88601	WP3876_90122	1	[Wd:Q210041]
WP35_88601	WP474_87977	1	[Wd:Q210041]
WP35_88601	WP3929_90949	2	[Ce:CHEBI:4481, Wd:Q210041]
WP35_88601	WP4149_94399	1	[Wd:Q210041]
WP35_88601	WP1403_90259	1	[Wd:Q210041]
WP35_88601	WP430_90508	1	[Ce:CHEBI:4481]
WP35_88601	WP391_71373	1	[Wd:Q210041]
WP35_88601	WP325_71223	1	[Ce:CHEBI:4481]
WP35_88601	WP2355_94191	1	[Wd:Q210041]
WP24_90195	WP2889_88286	1	[Wd:Q169960]
WP3599_88581	WP4149_94399	1	[Wd:Q422549]
WP2456_89610	WP176_93690	1	[Wd:Q23905964]
WP2456_89610	WP1982_90425	1	[Wd:Q23905964]
WP2456_89610	WP3679_94188	1	[Ce:CHEBI:4481]
WP2456_89610	WP3915_93137	1	[Wd:Q23905964]
WP2456_89610	WP1533_85340	1	[Wd:Q23905964]
WP2456_89610	WP106_94196	1	[Wd:Q213580]
WP2456_89610	WP3929_90949	1	[Ce:CHEBI:4481]
WP2456_89610	WP2868_90260	3	[Wd:Q23905964, Wd:Q213580, Wd:Q27080955]
WP2456_89610	WP1403_90259	1	[Wd:Q23905964]
WP2456_89610	WP1946_94218	1	[Wd:Q23905964]
WP2456_89610	WP430_90508	2	[Ce:CHEBI:9664, Ce:CHEBI:4481]
WP2456_89610	WP325_71223	4	[Ce:CHEBI:15978, Ce:CHEBI:9664, Ce:CHEBI:4481, Ce:CHEBI:10648]
WP2456_89610	WP528_79855	1	[Wd:Q213580]
WP2456_89610	WP690_88335	1	[Wd:Q23905964]
WP2456_89610	WP698_94183	1	[Wd:Q23905964]
WP692_94192	WP1438_80038	1	[Wd:Q116907]
WP692_94192	WP691_92400	1	[Wd:Q2825485]
WP692_94192	WP2190_88006	1	[Wd:Q116907]
WP692_94192	WP698_94183	1	[Wd:Q2825485]
WP3585_88828	WP3297_88048	1	[Wd:Q153]
WP3585_88828	WP241_89671	1	[Wd:Q153]
WP3585_88828	WP465_94086	1	[Wd:Q27102088]
WP4008_92677	WP176_93690	2	[Wd:Q173670, Wd:Q207843]
WP4008_92677	WP3995_93157	1	[Ce:CHEBI:3308]
WP4008_92677	WP550_90171	1	[Wd:Q26995161]
WP4008_92677	WP1533_85340	1	[Wd:Q207843]
WP4008_92677	WP3929_90949	1	[Ce:CHEBI:3308]
WP4008_92677	WP2059_87372	1	[Wd:Q207843]
WP58_93101	WP536_94305	2	[Wd:Q180623, Wd:Q132621]
WP58_93101	WP2267_85090	1	[Wd:Q167934]
WP58_93101	WP550_90171	6	[Wd:Q167934, Wd:Q180623, Wd:Q27268491, Wd:Q132621, Wd:Q61233, Wd:Q186242]
WP58_93101	WP3584_91190	2	[Wd:Q167934, Wd:Q186242]
WP58_93101	WP2190_88006	1	[Wd:Q180623]
WP58_93101	WP3944_90836	1	[Wd:Q167934]
WP58_93101	WP465_94086	1	[Wd:Q167934]
WP58_93101	WP732_80010	1	[Wd:Q167934]
WP58_93101	WP528_79855	1	[Wd:Q180623]
WP2636_89423	WP536_94305	1	[Wd:Q210041]
WP2636_89423	WP3676_94186	1	[Wd:Q210041]
WP2636_89423	WP382_79951	1	[Wd:Q210041]
WP2636_89423	WP2267_85090	1	[Wd:Q170304]
WP2636_89423	WP3876_90122	1	[Wd:Q210041]
WP2636_89423	WP3584_91190	1	[Wd:Q170304]
WP2636_89423	WP474_87977	1	[Wd:Q210041]
WP2636_89423	WP3929_90949	1	[Wd:Q210041]
WP2636_89423	WP4149_94399	1	[Wd:Q210041]
WP2636_89423	WP1403_90259	1	[Wd:Q210041]
WP2636_89423	WP391_71373	1	[Wd:Q210041]
WP2636_89423	WP2355_94191	1	[Wd:Q210041]
WP176_93690	WP1982_90425	3	[Wd:Q21036645, Wd:Q23905964, Wd:Q43656]
WP176_93690	WP98_88906	3	[Wd:Q421375, Wd:Q774909, Wd:Q579348]
WP176_93690	WP43_94176	1	[Wd:Q26840996]
WP176_93690	WP3915_93137	1	[Wd:Q23905964]
